,id,page_name,status,header,dynamicPage,itemResultsCount,searchCount,primary_url,secondary_url,note,error_status,error_response
175,1471862,buy:black-forest-stags,live,Black Forest Stags,,,,/search/furniture/?buyPageVariant1=true&q=black+forest+stags,/furniture/style/black-forest/,Generated using custom generation script,SUCCESS,
176,1508472,buy:cashmere,scheduled,Cashmere,,,,/search/fashion/?buyPageVariant1=true&q=cashmere,nan,Dynamic buy pages endpoint: Found probable duplicates! http://internal-mario-buyer-services-1695447112.us-east-1.elb.amazonaws.com/soa/query-builder/1/dynamicBuyPage?searchTerm=cashmere,ERROR,"{""error"": {""type"": ""SearchTermError"", ""message"": ""The normalized search term is too short, it must contain two or more words."", ""searchTermData"": {""original"": ""cashmere"", ""normalized"": ""cashmere"", ""latinised"": ""cashmere""}}}"
177,1455992,buy:pullman-galleries,live,Pullman Galleries,,,,/search/?q=pullman%20galleries,nan,Generated using custom generation script,ERROR,"{""error"": {""type"": ""ZeroResultsError"", ""message"": ""There are no items for provided search term.""}}"
178,1468792,buy:antique-mexican-paintings,live,Antique Mexican Paintings,,,,/search/?q=antique%20mexican%20paintings,nan,Generated using custom generation script,ERROR,"{""error"": {""type"": ""ZeroResultsError"", ""message"": ""There are no items for provided search term.""}}"
179,1507192,buy:scissor,scheduled,Scissor,,,,/search/?buyPageVariant1=true&q=scissor,nan,Dynamic buy pages endpoint: Found probable duplicates! http://internal-mario-buyer-services-1695447112.us-east-1.elb.amazonaws.com/soa/query-builder/1/dynamicBuyPage?searchTerm=scissor,ERROR,"{""error"": {""type"": ""SearchTermError"", ""message"": ""The normalized search term is too short, it must contain two or more words."", ""searchTermData"": {""original"": ""scissor"", ""normalized"": ""scissor"", ""latinised"": ""scissor""}}}"
180,1454202,buy:coral-beads,live,Coral Beads,,,,/search/jewelry/?buyPageVariant1=true&q=coral+beads,/jewelry/stone-cut/bead/?stone=coral,Generated using custom generation script,SUCCESS,
181,1515132,buy:p-j-muntendam,scheduled,P J Muntendam,,,,/search/furniture/?buyPageVariant1=true&q=p+j+muntendam,/creators/ja-muntendam/furniture/,Dynamic buy pages endpoint,SUCCESS,
182,1471612,buy:barye-lion-serpents,live,Barye Lion Serpents,,,,/search/furniture/?buyPageVariant1=true&q=barye+lion+serpents,/creators/antione-louis-barye/furniture/,Generated using custom generation script,SUCCESS,
183,1501052,buy:hermes-constance-bags,ended,,,,,/search/fashion/?buyPageVariant1=true&q=hermes+constance+bags,/creators/hermes/fashion/handbags-purses-bags/shoulder-bags/,,SUCCESS,
184,1514622,buy:palm-beach,scheduled,Palm Beach,,,,/search/?buyPageVariant1=true&q=palm+beach,/art/,Dynamic buy pages endpoint,SUCCESS,
185,1453182,buy:star-wars,live,Star Wars,,,,/search/?buyPageVariant1=true&q=star+wars,/furniture/,Generated using custom generation script,SUCCESS,
186,1454462,buy:mughal-paintings,live,Mughal Paintings,,,,/search/?buyPageVariant1=true&q=mughal+paintings,/furniture/wall-decorations/paintings/,Generated using custom generation script,SUCCESS,
187,1455742,buy:leather-horses,live,Leather Horses,,,,/search/?buyPageVariant1=true&q=leather+horses,/furniture/material/leather/,Generated using custom generation script,SUCCESS,
188,1505662,buy:kimono,scheduled,Kimono,,,,/search/?buyPageVariant1=true&q=kimono,nan,Dynamic buy pages endpoint: Found probable duplicates! http://internal-mario-buyer-services-1695447112.us-east-1.elb.amazonaws.com/soa/query-builder/1/dynamicBuyPage?searchTerm=kimono,ERROR,"{""error"": {""type"": ""SearchTermError"", ""message"": ""The normalized search term is too short, it must contain two or more words."", ""searchTermData"": {""original"": ""kimono"", ""normalized"": ""kimono"", ""latinised"": ""kimono""}}}"
189,1514112,buy:tilt-top,scheduled,Tilt Top,,,,/search/furniture/?buyPageVariant1=true&q=tilt+top,/furniture/tables/,Dynamic buy pages endpoint: Found probable duplicates! http://internal-luigi-buyer-services-705204976.us-east-1.elb.amazonaws.com/soa/query-builder/1/dynamicBuyPage?searchTerm=tilt%20top,SUCCESS,
190,1452672,buy:currier-and-ives,live,Currier And Ives,,,,/search/?buyPageVariant1=true&q=currier+and+ives,/art/prints-works-on-paper/,Generated using custom generation script,SUCCESS,
191,1455232,buy:plant-pots,live,Plant Pots,,,,/search/?buyPageVariant1=true&q=plant+pots,/furniture/building-garden/fireplace-tools-chimney-pots/,Generated using custom generation script,SUCCESS,
192,1471872,buy:black-fire-opals,live,Black Fire Opals,,,,/search/?buyPageVariant1=true&q=black+fire+opals,/jewelry/material/opal/?color=black,Generated using custom generation script,SUCCESS,
193,1473152,buy:french-bulldogs,live,French Bulldogs,,,,/search/?buyPageVariant1=true&q=french+bulldogs,/furniture/origin/french/,Generated using custom generation script,SUCCESS,
194,1454722,buy:diana-the-huntress,live,Diana The Huntress,,,,/search/?buyPageVariant1=true&q=diana+the+huntress,/furniture/,Generated using custom generation script,SUCCESS,
195,1472642,buy:coffee-grinders,live,Coffee Grinders,,,,/search/?q=coffee%20grinder&buyPageVariant1=true,nan,Generated using custom generation script,ERROR,"{""error"": {""type"": ""SpellcheckError"", ""message"": ""Spellcheck for provided search term failed."", ""suggestion"": ""coffee grinder""}}"
196,1473922,buy:religious-gold-pendants,live,Religious Gold Pendants,,,,/search/?buyPageVariant1=true&q=religious+gold+pendants,/jewelry/necklaces/pendant-necklaces/religious-items/?color=gold,Generated using custom generation script,SUCCESS,
197,1515912,buy:butterfly-hanging-lamp,scheduled,Butterfly Hanging Lamp,,,,/search/furniture/?buyPageVariant1=true&q=butterfly+hanging+lamp,/furniture/lighting/,Dynamic buy pages endpoint: Found probable duplicates! http://internal-luigi-buyer-services-705204976.us-east-1.elb.amazonaws.com/soa/query-builder/1/dynamicBuyPage?searchTerm=butterfly%20hanging%20lamp,SUCCESS,
198,1469832,buy:kenneth-j-lane,live,Kenneth J Lane,,,,/search/fashion/?buyPageVariant1=true&q=kenneth+j+lane,/creators/kenneth-jay-lane/fashion/,Generated using custom generation script,SUCCESS,
199,1472392,buy:card-holders,live,Card Holders,,,,/search/?q=card%20holder&buyPageVariant1=true,nan,Generated using custom generation script,ERROR,"{""error"": {""type"": ""StructuredBrowsePagesError"", ""message"": ""Only structured browse pages found for provided search term."", ""uriRef"": ""/furniture/decorative-objects/candle-holders/""}}"
200,1506952,buy:hanging-bookcase,scheduled,Hanging Bookcase/,,,,/search/furniture/?buyPageVariant1=true&q=hanging+bookcase,/furniture/storage-case-pieces/bookcases/,Dynamic buy pages endpoint,SUCCESS,
201,1512842,buy:bird-bath,scheduled,Bird Bath,,,,/search/?buyPageVariant1=true&q=bird+bath,/furniture/building-garden/,Dynamic buy pages endpoint: Found probable duplicates! http://internal-luigi-buyer-services-705204976.us-east-1.elb.amazonaws.com/soa/query-builder/1/dynamicBuyPage?searchTerm=bird%20bath,SUCCESS,
202,1506442,buy:croquet,scheduled,Croquet,,,,/search/?buyPageVariant1=true&q=croquet,nan,Dynamic buy pages endpoint: Found probable duplicates! http://internal-mario-buyer-services-1695447112.us-east-1.elb.amazonaws.com/soa/query-builder/1/dynamicBuyPage?searchTerm=croquet,ERROR,"{""error"": {""type"": ""SearchTermError"", ""message"": ""The normalized search term is too short, it must contain two or more words."", ""searchTermData"": {""original"": ""croquet"", ""normalized"": ""croquet"", ""latinised"": ""croquet""}}}"
203,1470092,buy:olga-de-amaral,live,Olga De Amaral,,,,/search/?q=olga%20de%20amaral,nan,Generated using custom generation script,ERROR,"{""error"": {""type"": ""ZeroResultsError"", ""message"": ""There are no items for provided search term.""}}"
204,1507212,buy:large-ornate-mirror,scheduled,Large Ornate Mirror/,,,,/search/furniture/?buyPageVariant1=true&q=large+ornate+mirror,/furniture/mirrors/,Dynamic buy pages endpoint,SUCCESS,
205,1515662,buy:david-gunn,scheduled,David Gunn,,,,/search/art/?buyPageVariant1=true&q=david+gunn,/art/,Dynamic buy pages endpoint,SUCCESS,
206,649102,buy:vintage-and-antique-propellers,scheduled,,,,,,nan,,ERROR,"{""error"": {""type"": ""ZeroResultsError"", ""message"": ""There are no items for provided search term.""}}"
207,1507472,buy:divan,scheduled,Divan,,,,/search/?buyPageVariant1=true&q=divan,nan,Dynamic buy pages endpoint: Found probable duplicates! http://internal-mario-buyer-services-1695447112.us-east-1.elb.amazonaws.com/soa/query-builder/1/dynamicBuyPage?searchTerm=divan,ERROR,"{""error"": {""type"": ""SearchTermError"", ""message"": ""The normalized search term is too short, it must contain two or more words."", ""searchTermData"": {""original"": ""divan"", ""normalized"": ""divan"", ""latinised"": ""divan""}}}"
208,1453202,buy:mikimoto-pearls,live,Mikimoto Pearls,,,,/search/?buyPageVariant1=true&q=mikimoto+pearls,/creators/mikimoto/jewelry/?stone=pearl,Generated using custom generation script,SUCCESS,
209,1469842,buy:kenneth-j-lane-cross,live,Kenneth J Lane Cross,,,,/search/?buyPageVariant1=true&q=kenneth+j+lane+cross,/creators/kenneth-jay-lane/fashion/,Generated using custom generation script,SUCCESS,
210,1505682,buy:tartan,scheduled,Tartan,,,,/search/?buyPageVariant1=true&q=tartan,nan,Dynamic buy pages endpoint: Found probable duplicates! http://internal-mario-buyer-services-1695447112.us-east-1.elb.amazonaws.com/soa/query-builder/1/dynamicBuyPage?searchTerm=tartan,ERROR,"{""error"": {""type"": ""SearchTermError"", ""message"": ""The normalized search term is too short, it must contain two or more words."", ""searchTermData"": {""original"": ""tartan"", ""normalized"": ""tartan"", ""latinised"": ""tartan""}}}"
211,1507732,buy:dueber,scheduled,Dueber,,,,/search/jewelry/?buyPageVariant1=true&q=dueber,nan,Dynamic buy pages endpoint,ERROR,"{""error"": {""type"": ""SearchTermError"", ""message"": ""The normalized search term is too short, it must contain two or more words."", ""searchTermData"": {""original"": ""dueber"", ""normalized"": ""dueber"", ""latinised"": ""dueber""}}}"
212,1455252,buy:cookie-jars,live,Cookie Jars,,,,/search/?buyPageVariant1=true&q=cookie+jars,/furniture/decorative-objects/vases-vessels/jars/,Generated using custom generation script,SUCCESS,
213,1506452,buy:sugar-caster,scheduled,Sugar Caster/,,,,/search/?buyPageVariant1=true&q=sugar+caster,/furniture/dining-entertaining/,Dynamic buy pages endpoint,SUCCESS,
214,1508502,buy:display-counter,scheduled,Display Counter,,,,/search/furniture/?buyPageVariant1=true&q=display+counter,/furniture/,Dynamic buy pages endpoint,SUCCESS,
215,1453462,buy:cranberry-glass,live,Cranberry Glass,,,,/search/?buyPageVariant1=true&q=cranberry+glass,/furniture/dining-entertaining/,Generated using custom generation script,SUCCESS,
216,1471382,buy:antique-maps,live,Antique Maps,,,,/search/furniture/?buyPageVariant1=true&q=antique+maps,/furniture/more-furniture-collectibles/collectibles-curiosities/maps/?item-type=antique-vintage,Generated using custom generation script,SUCCESS,
217,1472662,buy:collier-de-chiens,live,Collier De Chiens,,,,/search/?buyPageVariant1=true&q=collier+de+chiens,/creators/hermes/fashion/,Generated using custom generation script,SUCCESS,
218,1505942,buy:seduction,scheduled,Seduction,,,,/search/?buyPageVariant1=true&q=seduction,nan,Dynamic buy pages endpoint,ERROR,"{""error"": {""type"": ""SearchTermError"", ""message"": ""The normalized search term is too short, it must contain two or more words."", ""searchTermData"": {""original"": ""seduction"", ""normalized"": ""seduction"", ""latinised"": ""seduction""}}}"
219,1507992,buy:tica,scheduled,Tica,,,,/search/?buyPageVariant1=true&q=tica,nan,Dynamic buy pages endpoint: Found probable duplicates! http://internal-mario-buyer-services-1695447112.us-east-1.elb.amazonaws.com/soa/query-builder/1/dynamicBuyPage?searchTerm=tica,ERROR,"{""error"": {""type"": ""SearchTermError"", ""message"": ""The normalized search term is too short, it must contain two or more words."", ""searchTermData"": {""original"": ""tica"", ""normalized"": ""tica"", ""latinised"": ""tica""}}}"
220,1473432,buy:hair-clips,live,Hair Clips,,,,/search/?q=hair%20clip&buyPageVariant1=true,nan,Generated using custom generation script,ERROR,"{""error"": {""type"": ""SpellcheckError"", ""message"": ""Spellcheck for provided search term failed."", ""suggestion"": ""hair clip""}}"
221,276633,buy:candle-holders-chandeliers,live,,,,,,nan,,ERROR,"{""error"": {""type"": ""StructuredBrowsePagesError"", ""message"": ""Only structured browse pages found for provided search term."", ""uriRef"": ""/furniture/decorative-objects/candle-holders/""}}"
222,1515162,buy:kitchen-hutch,scheduled,Kitchen Hutch,,,,/search/furniture/?buyPageVariant1=true&q=kitchen+hutch,/furniture/storage-case-pieces/,Dynamic buy pages endpoint,SUCCESS,
223,1453722,buy:cabinet-of-curiosities,live,Cabinet Of Curiosities,,,,/search/?buyPageVariant1=true&q=cabinet+of+curiosities,/furniture/storage-case-pieces/collectibles-curiosities/,Generated using custom generation script,SUCCESS,
224,1469082,buy:blue-and-white-objects,live,Blue And White Objects,,,,/search/furniture/?buyPageVariant1=true&q=blue+and+white+objects,/furniture/decorative-objects/vases-vessels/?color=blue,Generated using custom generation script,SUCCESS,
225,1470362,buy:shirt-studs,live,Shirt Studs,,,,/search/?buyPageVariant1=true&q=shirt+studs,/fashion/clothing/shirts/,Generated using custom generation script,SUCCESS,
226,1471642,buy:beach-chairs,live,Beach Chairs,,,,/search/?buyPageVariant1=true&q=beach+chairs,/furniture/seating/chairs/,Generated using custom generation script,SUCCESS,
227,1472922,buy:electric-fans,live,Electric Fans,,,,/search/?q=electric%20fan&buyPageVariant1=true,nan,Generated using custom generation script,ERROR,"{""error"": {""type"": ""SpellcheckError"", ""message"": ""Spellcheck for provided search term failed."", ""suggestion"": ""electric fan""}}"
228,1506202,buy:tennessee-williams,live,Tennessee Williams,,,,/search/?buyPageVariant1=true&q=tennessee+williams,/art/,Dynamic buy pages endpoint,SUCCESS,
229,1454492,buy:framed-botanicals,live,Framed Botanicals,,,,/search/?buyPageVariant1=true&q=framed+botanicals,/furniture/,Generated using custom generation script,SUCCESS,
230,1473692,buy:owl-athena-coins,live,Owl Athena Coins,,,,/search/?buyPageVariant1=true&q=owl+athena+coins,/jewelry/,Generated using custom generation script,SUCCESS,
231,1505692,buy:tallboy,scheduled,Tallboy,,,,/search/furniture/?buyPageVariant1=true&q=tallboy,nan,Dynamic buy pages endpoint: Found probable duplicates! http://internal-mario-buyer-services-1695447112.us-east-1.elb.amazonaws.com/soa/query-builder/1/dynamicBuyPage?searchTerm=tallboy,ERROR,"{""error"": {""type"": ""SearchTermError"", ""message"": ""The normalized search term is too short, it must contain two or more words."", ""searchTermData"": {""original"": ""tallboy"", ""normalized"": ""tallboy"", ""latinised"": ""tallboy""}}}"
232,1514142,buy:reading-glasses,scheduled,Reading Glasses,,,,/search/?buyPageVariant1=true&q=reading+glasses,/furniture/,Dynamic buy pages endpoint,SUCCESS,
233,1452702,buy:perfume-bottles,live,Perfume Bottles,,,,/search/?buyPageVariant1=true&q=perfume+bottles,/furniture/decorative-objects/vases-vessels/bottles/,Generated using custom generation script,SUCCESS,
234,1456542,buy:bronze-statues-of-horses,live,Bronze Statues Of Horses,,,,/search/?buyPageVariant1=true&q=bronze+statues+of+horses,/creators/guillaume-coustou/furniture/?material=bronze,Generated using custom generation script,SUCCESS,
235,1475742,buy:antique-music-boxes,live,Antique Music Boxes,,,,/search/furniture/?buyPageVariant1=true&q=antique+music+boxes,/furniture/decorative-objects/boxes/music-stands/?item-type=antique-vintage,Generated using custom generation script,SUCCESS,
236,1506462,buy:robot-lamp,scheduled,Robot Lamp/,,,,/search/furniture/?buyPageVariant1=true&q=robot+lamp,/furniture/lighting/floor-lamps/,Dynamic buy pages endpoint,SUCCESS,
237,424863,buy:los-angeles-posters,live,,,,,/search/?buyPageVariant1=true&q=los+angeles+posters,/furniture/wall-decorations/posters/,,SUCCESS,
238,1456032,buy:ancient-antiquities,live,Ancient Antiquities,,,,/search/furniture/?buyPageVariant1=true&q=ancient+antiquities,/furniture/asian-art-furniture/antiquities/,Generated using custom generation script,SUCCESS,
239,1468832,buy:arc-en-ciel,live,Arc En Ciel,,,,/search/?buyPageVariant1=true&q=arc+en+ciel,/art/,Generated using custom generation script,SUCCESS,
240,1508002,buy:moorish-antique,scheduled,Moorish-Antique,,,,/search/furniture/?buyPageVariant1=true&q=moorish+antique,/furniture/style/moorish/?creator=antique-textiles-galleries,Dynamic buy pages endpoint,SUCCESS,
241,1454242,buy:ship-models,live,Ship Models,,,,/search/furniture/?buyPageVariant1=true&q=ship+models,/furniture/more-furniture-collectibles/collectibles-curiosities/models-miniatures/,Generated using custom generation script,SUCCESS,
242,1469602,buy:grand-pianos,live,Grand Pianos,,,,/search/?buyPageVariant1=true&q=grand+pianos,/creators/young-chang-pianos/furniture/,Generated using custom generation script,SUCCESS,
243,1473442,buy:gun-cabinets,live,Gun Cabinets,,,,/search/furniture/?buyPageVariant1=true&q=gun+cabinets,/furniture/storage-case-pieces/,Generated using custom generation script,SUCCESS,
244,276643,buy:candle-holders-sconces,live,,,,,,nan,,ERROR,"{""error"": {""type"": ""StructuredBrowsePagesError"", ""message"": ""Only structured browse pages found for provided search term."", ""uriRef"": ""/furniture/decorative-objects/candle-holders/""}}"
245,1469092,buy:blue-and-white-tiles,live,Blue And White Tiles,,,,/search/?q=blue%20and%20white%20tiles&buyPageVariant1=true,nan,Generated using custom generation script,ERROR,"{""error"": {""type"": ""SpellcheckError"", ""message"": ""Spellcheck for provided search term failed."", ""suggestion"": ""blue and white vases""}}"
246,1508262,buy:ostrich-feather-coat,scheduled,Ostrich Feather Coat/,,,,/search/fashion/?buyPageVariant1=true&q=ostrich+feather+coat,/fashion/clothing/coats-outerwear/,Dynamic buy pages endpoint,SUCCESS,
247,1513382,buy:drinks-trolley,scheduled,Drinks Trolley,,,,/search/furniture/?buyPageVariant1=true&q=drinks+trolley,/furniture/,Dynamic buy pages endpoint,SUCCESS,
248,1469862,buy:la-rose-rouge,live,La Rose Rouge,,,,/search/art/?buyPageVariant1=true&q=la+rose+rouge,/creators/william-malherbe/art/,Generated using custom generation script,SUCCESS,
249,1472422,buy:celestial-globes,live,Celestial Globes,,,,/search/?q=celestial%20globe&buyPageVariant1=true,nan,Generated using custom generation script,ERROR,"{""error"": {""type"": ""SpellcheckError"", ""message"": ""Spellcheck for provided search term failed."", ""suggestion"": ""celestial globe""}}"
250,1474472,buy:tall-outdoor-sculptures,live,Tall Outdoor Sculptures,,,,/search/?q=tall%20outdoor%20sculpture,nan,Generated using custom generation script,ERROR,"{""error"": {""type"": ""ZeroResultsError"", ""message"": ""There are no items for provided search term.""}}"
251,1470122,buy:opera-glasses,live,Opera Glasses,,,,/search/?buyPageVariant1=true&q=opera+glasses,/furniture/dining-entertaining/,Generated using custom generation script,SUCCESS,
252,1469612,buy:gold-belt-buckles,live,Gold Belt Buckles,,,,/search/?buyPageVariant1=true&q=gold+belt+buckles,/fashion/accessories/belts/?color=gold,Generated using custom generation script,SUCCESS,
253,276653,buy:outdoor-lights-sconces,live,,,,,/search/furniture/?buyPageVariant1=true&q=outdoor+lights+sconces,/furniture/lighting/sconces-wall-lights/,,SUCCESS,
254,1591981,buy:yves-saint-laurent-vintage-necklace,scheduled,,,,,/search/?buyPageVariant1=true&q=yves+saint+laurent+vintage+necklace,/creators/yves-saint-laurent/necklaces/?item-type=antique-vintage,Dynamic buy pages endpoint,SUCCESS,
255,1453742,buy:bee-pins,live,Bee Pins,,,,/search/?buyPageVariant1=true&q=bee+pins,/jewelry/,Generated using custom generation script,SUCCESS,
256,1472942,buy:enamel-pendants,live,Enamel Pendants,,,,/search/?q=enamel%20pendant&buyPageVariant1=true,nan,Generated using custom generation script,ERROR,"{""error"": {""type"": ""StructuredBrowsePagesError"", ""message"": ""Only structured browse pages found for provided search term."", ""uriRef"": ""/furniture/lighting/chandeliers-pendant-lights/""}}"
257,1454512,buy:piranesi-etchings,live,Piranesi Etchings,,,,/search/?buyPageVariant1=true&q=piranesi+etchings,/creators/giovanni-battista-piranesi/art/?material=etching,Generated using custom generation script,SUCCESS,
258,1455282,buy:rare-prints,live,Rare Prints,,,,/search/?buyPageVariant1=true&q=rare+prints,/art/prints-works-on-paper/,Generated using custom generation script,SUCCESS,
259,1506482,buy:ysl,scheduled,Ysl,,,,/search/fashion/?buyPageVariant1=true&q=ysl,nan,Dynamic buy pages endpoint: Found probable duplicates! http://internal-mario-buyer-services-1695447112.us-east-1.elb.amazonaws.com/soa/query-builder/1/dynamicBuyPage?searchTerm=ysl,ERROR,"{""error"": {""type"": ""SearchTermError"", ""message"": ""The normalized search term is too short, it must contain two or more words."", ""searchTermData"": {""original"": ""ysl"", ""normalized"": ""ysl"", ""latinised"": ""ysl""}}}"
260,1514932,buy:credenza-w-book-shelves,scheduled,Credenza W Book Shelves,,,,/search/furniture/?buyPageVariant1=true&q=credenza+w+book+shelves,/furniture/storage-case-pieces/,Dynamic buy pages endpoint,SUCCESS,
261,1470132,buy:our-lady-guadalupe,live,Our Lady Guadalupe,,,,/search/furniture/?buyPageVariant1=true&q=our+lady+guadalupe,/furniture/,Generated using custom generation script,SUCCESS,
262,1472692,buy:cricket-bats,live,Cricket Bats,,,,/search/?q=cricket%20bat&buyPageVariant1=true,nan,Generated using custom generation script,ERROR,"{""error"": {""type"": ""ZeroResultsError"", ""message"": ""There are no items for provided search term.""}}"
263,1473972,buy:scottish-anchor-pins,live,Scottish Anchor Pins,,,,/search/?q=scottish%20anchor%20pin,nan,Generated using custom generation script,ERROR,"{""error"": {""type"": ""ZeroResultsError"", ""message"": ""There are no items for provided search term.""}}"
264,1505972,buy:queen-headboard,scheduled,Queen Headboard,,,,/search/furniture/?buyPageVariant1=true&q=queen+headboard,/furniture/more-furniture-collectibles/,Dynamic buy pages endpoint: Found probable duplicates! http://internal-mario-buyer-services-1695447112.us-east-1.elb.amazonaws.com/soa/query-builder/1/dynamicBuyPage?searchTerm=queen%20headboard,SUCCESS,
265,1501622,buy:gateleg-table,live,,,,,/search/furniture/?buyPageVariant1=true&q=gateleg+table,/furniture/tables/,Soft-delete page,SUCCESS,
266,1471672,buy:bath-tubs,live,Bath Tubs,,,,/search/?buyPageVariant1=true&q=bath+tubs,/creators/david-levy/furniture/,Generated using custom generation script,SUCCESS,
267,1473722,buy:pet-carriers,live,Pet Carriers,,,,/search/?q=pet%20carrier&buyPageVariant1=true,nan,Generated using custom generation script,ERROR,"{""error"": {""type"": ""SpellcheckError"", ""message"": ""Spellcheck for provided search term failed."", ""suggestion"": ""pet carrier""}}"
268,1505722,buy:round-nightstand,scheduled,Round Nightstand,,,,/search/furniture/?buyPageVariant1=true&q=round+nightstand,/furniture/,Dynamic buy pages endpoint: Found probable duplicates! http://internal-mario-buyer-services-1695447112.us-east-1.elb.amazonaws.com/soa/query-builder/1/dynamicBuyPage?searchTerm=round%20nightstand,SUCCESS,
269,1507772,buy:oriental-runner,scheduled,Oriental Runner/,,,,/search/furniture/?buyPageVariant1=true&q=oriental+runner,/furniture/rugs-carpets/,Dynamic buy pages endpoint,SUCCESS,
270,1455292,buy:totem-poles,live,Totem Poles,,,,/search/?buyPageVariant1=true&q=totem+poles,/furniture/,Generated using custom generation script,SUCCESS,
271,1470652,buy:terra-cotta-tiles,live,Terra Cotta Tiles,,,,/search/?q=terra%20cotta%20tiles,nan,Generated using custom generation script,ERROR,"{""error"": {""type"": ""ZeroResultsError"", ""message"": ""There are no items for provided search term.""}}"
272,1506492,buy:mother,scheduled,Mother,,,,/search/?buyPageVariant1=true&q=mother,nan,Dynamic buy pages endpoint: Found probable duplicates! http://internal-mario-buyer-services-1695447112.us-east-1.elb.amazonaws.com/soa/query-builder/1/dynamicBuyPage?searchTerm=mother,ERROR,"{""error"": {""type"": ""SearchTermError"", ""message"": ""The normalized search term is too short, it must contain two or more words."", ""searchTermData"": {""original"": ""mother"", ""normalized"": ""mother"", ""latinised"": ""mother""}}}"
273,1474752,buy:tortoise-mother-of-pearls,live,Tortoise Mother Of Pearls,,,,/search/furniture/?buyPageVariant1=true&q=tortoise+mother+of+pearls,/creators/maitland-smith/furniture/?material=tortoise-shell,Generated using custom generation script,SUCCESS,
274,1456322,buy:lake-or-sea-paintings,live,Lake Or Sea Paintings,,,,/search/?buyPageVariant1=true&q=lake+or+sea+paintings,/creators/hana-or/art/paintings/?stone=south-sea-pearl,Generated using custom generation script,SUCCESS,
275,1471682,buy:bean-bags,live,Bean Bags,,,,/search/?q=bean%20bag&buyPageVariant1=true,nan,Generated using custom generation script,ERROR,"{""error"": {""type"": ""SpellcheckError"", ""message"": ""Spellcheck for provided search term failed."", ""suggestion"": ""bean bag""}}"
276,1474242,buy:steel-and-glass-doors,live,Steel And Glass Doors,,,,/search/furniture/?buyPageVariant1=true&q=steel+and+glass+doors,/furniture/storage-case-pieces/material/glass/,Generated using custom generation script,SUCCESS,
277,1453252,buy:coat-of-arms,live,Coat Of Arms,,,,/search/?buyPageVariant1=true&q=coat+of+arms,/furniture/storage-case-pieces/commodes-chests-of-drawers/coat-racks-stands/,Generated using custom generation script,SUCCESS,
278,1457092,buy:abstract-modernist-wood-sculptures,live,Abstract Modernist Wood Sculptures,,,,/search/?buyPageVariant1=true&q=abstract+modernist+wood+sculptures,/furniture/decorative-objects/sculptures/material/wood/?style=abstract,Generated using custom generation script,SUCCESS,
279,1505732,buy:long-couch,scheduled,Long Couch,,,,/search/?buyPageVariant1=true&q=long+couch,/furniture/seating/,Dynamic buy pages endpoint: Found probable duplicates! http://internal-mario-buyer-services-1695447112.us-east-1.elb.amazonaws.com/soa/query-builder/1/dynamicBuyPage?searchTerm=long%20couch,SUCCESS,
280,1507012,buy:sculptor-stand,scheduled,Sculptor Stand/,,,,/search/?buyPageVariant1=true&q=sculptor+stand,/furniture/more-furniture-collectibles/racks-stands/,Dynamic buy pages endpoint,SUCCESS,
281,1471432,buy:antique-shawls,live,Antique Shawls,,,,/search/?buyPageVariant1=true&q=antique+shawls,/fashion/clothing/coats-outerwear/shawls/?item-type=antique-vintage,Generated using custom generation script,SUCCESS,
282,1454282,buy:morris-louis,live,Morris Louis,,,,/search/art/?buyPageVariant1=true&q=morris+louis,/art/,Generated using custom generation script,SUCCESS,
283,1469642,buy:henry-scott-tuke,live,Henry Scott Tuke,,,,/search/furniture/?buyPageVariant1=true&q=henry+scott+tuke,/furniture/,Generated using custom generation script,SUCCESS,
284,1470922,buy:vintage-designer-jewelry,live,Vintage Designer Jewelry,,,,/search/?buyPageVariant1=true&q=vintage+designer+jewelry,/jewelry/?item-type=antique-vintage,Generated using custom generation script,SUCCESS,
285,1473482,buy:horse-heads,live,Horse Heads,,,,/search/?buyPageVariant1=true&q=horse+heads,/furniture/,Generated using custom generation script,SUCCESS,
286,1506762,buy:first-edition,scheduled,First Edition,,,,/search/furniture/?buyPageVariant1=true&q=first+edition,/furniture/,Dynamic buy pages endpoint: Found probable duplicates! http://internal-mario-buyer-services-1695447112.us-east-1.elb.amazonaws.com/soa/query-builder/1/dynamicBuyPage?searchTerm=first%20edition,SUCCESS,
287,1507532,buy:kelly-28,scheduled,Kelly 28,,,,/search/fashion/?buyPageVariant1=true&q=kelly+28,/fashion/handbags-purses-bags/,Dynamic buy pages endpoint,SUCCESS,
288,1452492,buy:van-cleef-and-arpels,live,Van Cleef And Arpels,,,,/search/jewelry/?buyPageVariant1=true&q=van+cleef+and+arpels,/jewelry/more-jewelry-watches/,Generated using custom generation script,SUCCESS,
289,1471692,buy:belgium-blue-stones,live,Belgium Blue Stones,,,,/search/furniture/?buyPageVariant1=true&q=belgium+blue+stones,/creators/marc-d-haenens/furniture/?material=stone,Generated using custom generation script,SUCCESS,
